"","dist_1_2","dist_1_3","dist_2_3","dist_1_4","dist_2_4","dist_3_4","dist_1_5","dist_2_5","dist_3_5","dist_4_5","dist_1_6","dist_2_6","dist_3_6","dist_4_6","dist_5_6","dist_1_7","dist_2_7","dist_3_7","dist_4_7","dist_5_7","dist_6_7"
"1",60.720001,91.080002,109.464538941888,120.008434673568,98.9614912071358,68.7303698855173,38.70157026737,98.9615062396496,91.710328870854,139.952693755855,98.9614753309605,38.7015398693687,129.253032769527,96.0067472328909,136.619996,61.1925332087196,61.1925485890258,48.5997012490842,59.2797981130181,82.0984053158164,82.0984053158164
"2",45.539978,107.338806697115,122.385067905852,112.065007636729,98.9614925876764,68.7304005854818,37.950012,83.48999,108.672253698633,134.280817699477,91.079987,45.540009,150.274335966193,105.716458695514,129.029999,64.8489855009323,64.8489855009323,59.2797973447969,48.5997206146318,85.8710489215079,91.3957020225787
"3",59.01001,101.510629759352,121.579180688143,126.4499874,102.555361958117,84.299988,42.9847270471746,101.510645621039,98.6706168299359,150.09187173768,109.589996,50.579986,155.441503388639,106.631991632906,151.973975832444,60.7895967231237,56.5501649647469,65.8403901716889,65.8403901716889,86.7921625741641,91.1843887056333
"4",45.4382441568781,97.109986,113.779641404076,114.024594610638,105.64174052277,59.76001,37.350006,82.5088608314295,104.045049517602,137.334280456266,82.5088299587401,37.349975,132.999548071189,106.95410497396,119.753199061654,56.8898211616107,63.8237047003701,50.1102780092076,58.3425627743597,79.4071927958679,84.5133841026406
"5",59.850006,112.457697290584,135.18736712615,130.510106060415,111.478371482994,85.5,42.749985,102.599991,114.071238541537,157.189850185692,102.600006,42.75,163.347513576119,116.292576158156,145.349991,76.473538246901,73.0512383426874,66.777625510347,54.7467197263922,102.955637385721,96.7322097876406
"6",51.9723293253285,95.8322788078216,118.515177736863,106.003198346088,95.8322638520043,66.5570754645971,44.100006,95.8322627015569,102.37365663734,135.527297014292,95.549988,44.7083090364657,140.421550477482,95.5499972307692,139.649994,55.9759248436339,65.7403851220859,53.0016054134219,51.9723484172112,83.8028871668515,89.7181820552557
"7",55.649994,95.7306694273071,114.65651225465,114.656528895655,95.7306719186708,71.549988,39.75,95.399994,100.560429593356,140.649858142126,95.399994,39.75,140.649836098023,100.560420106522,135.149994,53.3302212633704,57.3282561273248,57.3282561273248,62.0914826187941,79.5000030000002,85.9923862711121
"8",58.7738680396326,95.0499607138277,121.329787732775,115.265020776385,102.320024474196,72.900024,36.449997,95.0499767433959,99.1547062601682,139.275256483771,95.0499607905243,36.449981,144.334632640264,106.143992845195,131.422330511448,65.2037368573311,71.7981759134591,51.5480907124614,51.5480907124614,87.7832199118947,92.7865419278045
"9",63.1274923091373,101.789993,126.254958943086,123.80318228576,109.899283300758,70.4700309999999,39.149994,102.090717795302,109.059271523058,149.591953513351,102.090717795302,39.149994,149.591941736312,114.006509739929,141.157334542276,50.1364616858838,56.4629326964166,70.0336521857888,73.8680849839805,80.6147814785852,84.6943975191986
"10",52.8208856056019,97.3968690546068,107.733864345063,114.02459375898,89.9506956418918,67.230011,37.350006,89.9507265348103,101.602971833998,137.33427974916,97.3968690546068,44.819976,137.739973149701,97.1099756153861,134.667331207907,66.8137223480336,56.8898349487858,52.8208631196108,47.8313216553824,89.9507263687193,85.171093993329
