"","dist_1_2","dist_1_3","dist_2_3","dist_1_4","dist_2_4","dist_3_4","dist_1_5","dist_2_5","dist_3_5","dist_4_5","dist_1_6","dist_2_6","dist_3_6","dist_4_6","dist_5_6","dist_1_7","dist_2_7","dist_3_7","dist_4_7","dist_5_7","dist_6_7"
"1",46.1681454111002,96.006756719724,112.833461455811,113.8500004,86.5393248511937,98.670014,46.1681759893121,91.079987,84.8587834132689,141.182169656087,91.3956896488023,45.540009,147.371148002382,86.5393166945531,136.619996,57.8037181361212,50.91527008374,65.2916511018065,59.2798000335704,82.0984053158164,82.0984053158164
"2",44.460022,90.1465349450578,106.868537585952,106.868537585952,90.1465349450578,74.099976,44.459991,88.920013,93.7299123772139,136.633639962932,88.920013,44.459991,136.633639962932,93.7299123772139,133.380004,63.3110706788325,63.3110706788325,47.4471406042571,47.4471406042571,89.2282166593057,89.2282166593057
"3",50.580018,102.555361958117,121.579180688143,119.812824096341,96.1167856169779,93.112403695964,42.9847260665939,93.1124036054283,96.1167865817417,145.035221206989,101.160004,50.579986,155.441503388639,96.1167777234574,143.557723600161,56.5501649647469,56.5501649647469,65.8403901716889,65.840413346366,79.5284679392235,91.1843887056333
"4",51.449982,88.199997,102.109451661442,116.213703062505,96.6741611088514,66.5570754645971,37.4777946016042,88.5057027145729,88.8103797126219,135.527297014292,95.549988,44.100006,130.034763342731,99.9708093420277,132.503997724598,65.7403985384942,62.7984261235913,41.5778702484876,51.9723484172112,83.8028871668515,88.5057176627592
"5",53.102522643469,99.5373289072005,130.9500242,121.28103840329,113.825279823773,87.7354300929831,53.1025088339546,104.759994,107.984157435528,160.49910426479,104.760009,53.1025236298629,162.387404781406,113.489992153846,157.382312785713,66.4857000020305,74.5891636984899,62.9529371956561,55.8992780286132,105.123122001585,99.5373201366203
"6",58.320008,88.6866556622843,113.873421069187,118.672611605712,85.3272652539621,102.320021339328,36.449997,94.770005,90.1723032973014,147.611257374362,102.059998,43.73999,145.7999752,81.5046774220975,138.509995,65.2037502737386,65.2037502737386,52.5689142988594,62.2857921020522,87.7832298773522,93.3575510694239
"7",53.970001,87.9075246612031,114.617392597982,115.650025,93.7962202466635,92.8407159604066,38.549988,92.519989,86.2004155238262,142.165390825054,100.230011,46.26001,149.7011332899,97.5246607483483,138.779999,58.7176135349524,62.1600061230694,55.5976073240577,60.2170448469573,81.9584196066521,94.1125492861608
"8",50.610015,82.4346975307134,107.481699510384,100.442372419115,86.759994,72.6606166613023,43.37999,93.990005,82.4346933208365,127.911757077995,86.760009,36.149994,134.485791924799,93.9899921538462,130.139999,59.6201088016493,68.2076764827836,42.1578128979783,46.2945815211678,81.7981181045149,92.5891638232044
"9",53.6694111974423,92.336326167986,120.008451496887,113.8499884,99.8308604230178,83.490021,45.540009,98.961507313401,96.0067330026408,145.799136231393,91.3956908114398,37.949982,145.006752361813,101.263225824482,136.830667520188,54.7322550487394,57.8037303476205,64.4032863375784,59.2797979849815,88.5138415318196,80.6828115163325
"10",59.2575814263477,89.4165934130823,109.265598633331,114.810656407845,82.1754914649144,88.200012,37.4777946016042,96.6741440024175,98.0612164803205,145.893326464236,95.549988,37.4777916598628,141.188878190884,90.9144586718772,132.503997724598,65.7403851220859,59.2575888684314,53.0016054134219,53.0016054134219,93.5502186656988,88.5057076973015
"11",49.770019,79.4922236660923,101.052104651711,100.550582163407,74.2305669223956,85.6157457597626,35.549988,85.320007,81.0664760573705,128.177337858141,92.429993,42.659974,132.253644241435,74.2305669223956,127.979981,57.3226570556531,54.1481571559024,51.2709432973494,47.6953277240044,81.0664672867895,81.0664680761417
